223_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664535.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
226_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130367.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
228_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130369.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
229_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130370.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
230_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130371.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
239_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_257151.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
243_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004539133.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
244_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004539134.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
245_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004539135.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
250_II.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724381.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
251_V.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724382.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
252_VII.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724383.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
253_IX.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724384.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
254_VIII.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724385.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
255_III.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724386.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
256_VI.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009724387.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
258_protein_A.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126686.1,	ID:YP_009126694.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123860.1,	
260_protein_C.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126688.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123862.1,	
261_protein_D.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126689.1,	ID:YP_009126697.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123863.1,	
262_protein_E.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126690.1,	ID:YP_009126698.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123864.1,	
263_protein_F.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126691.1,	ID:YP_009126699.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123865.1,	
264_protein_G.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126692.1,	ID:YP_009126700.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123866.1,	
265_protein_H.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126693.1,	ID:YP_009126701.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009123867.1,	
268_protein_C.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126696.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
274_rstR.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286229.1,ID:YP_004286233.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
276_rstB.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286231.1,ID:YP_004286235.1,	-	ID:YP_004934225.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	
277_rstC.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286232.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
281_cep.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286236.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
282_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286237.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
283_ace.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286238.1,	ID:YP_087077.1,	ID:YP_004934229.1,	-	-	-	-	-	ID:NP_059536.1,	ID:NP_059546.1,	-	-	-	-	-	-	
285_ctxA.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286240.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
286_ctxB.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004286241.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
288_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087071.1,	-	ID:YP_002925189.1,	-	ID:NP_835473.1,	ID:NP_542356.1,	ID:YP_031687.1,	ID:NP_059532.1,	ID:NP_059542.1,	-	ID:YP_031680.1,	ID:NP_695203.1,	-	-	-	
289_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087072.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
291_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087074.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
292_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087075.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
293_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087076.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
296_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087079.1,	ID:YP_004934231.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	
297_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087080.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
298_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_087081.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
299_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004934223.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	
302_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004934226.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	
304_minor_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004934228.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	
308_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004934232.1,	ID:YP_002925196.1,	-	ID:NP_835481.1,	ID:NP_542351.1,	-	ID:NP_059539.1,	-	-	-	-	-	-	-	
312_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002925190.1,	-	ID:NP_835474.1,	ID:NP_542357.2,	ID:YP_031688.1,	-	-	-	ID:YP_031681.1,	ID:NP_695204.1,	-	-	-	
313_major_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002925191.1,	-	ID:NP_835475.1,	-	ID:YP_031689.1,	-	-	-	ID:YP_031682.1,	ID:NP_695190.1,	-	-	-	
314_putative_minor_capsi...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002925192.1,	-	ID:NP_835476.1,	-	-	-	-	-	-	ID:NP_695191.1,	-	-	-	
316_putative_minor_coat_...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002925194.1,	-	ID:NP_835478.1,	ID:NP_542360.1,	ID:YP_031691.1,	-	-	-	ID:YP_031684.1,	ID:NP_695194.1,	-	-	-	
320_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002925198.1,	-	ID:NP_835484.1,	-	-	-	-	-	-	-	-	-	-	
321_orf113.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130273.1,	-	-	-	-	-	-	-	-	-	-	-	
322_orf698.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130274.1,	-	-	-	-	-	ID:NP_047364.1,	-	-	-	-	-	
323_orf104.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130275.1,	-	-	-	-	-	ID:NP_047365.1,	-	-	-	-	-	
324_orf38.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130276.1,	-	-	-	-	-	ID:NP_047366.1,	-	-	-	-	-	
325_orf38-2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130277.1,	-	-	-	-	-	ID:NP_047367.1,	-	-	-	-	-	
326_orf73.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130278.1,	-	-	-	-	-	ID:NP_047368.1,	-	-	-	-	-	
328_orf149.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130280.1,	-	-	-	-	-	ID:NP_047370.1,	-	-	-	-	-	
331_orf135.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008130283.1,	-	-	-	-	-	-	-	-	-	-	-	
341_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_835480.1,	-	-	-	-	-	-	-	-	-	-	
344_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_835483.1,	-	-	-	-	-	-	-	-	-	-	
348_prim-VSK.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542353.1,	-	-	-	-	-	ID:NP_695199.1,	-	-	-	
353_major_coat_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_752644.1,	-	-	-	-	-	-	-	-	-	
354_memb2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542358.2,	-	-	-	-	-	ID:NP_695192.1,	-	-	-	
357_VSK-tox1.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542361.2,	-	-	-	-	-	-	-	-	-	
358_VSK_tox2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542362.1,	-	-	-	-	-	-	-	-	-	
359_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542363.1,	-	-	-	-	-	ID:NP_695196.1,	-	-	-	
374_Vpf497.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_059538.1,	-	-	-	-	-	-	-	
384_Vpf215.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_059548.1,	-	-	-	-	-	-	
408_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_695197.1,	-	-	-	
409_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_695198.1,	-	-	-	
412_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_695201.1,	-	-	-	
416_replication_initiati...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664514.1,	ID:NP_536680.1,	-	
419_major_coat_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664517.1,	-	-	
424_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664522.1,	ID:NP_536678.1,	-	
426_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664524.1,	-	-	
427_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009664525.1,	-	-	
429_B_coat_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_536674.1,	-	
430_A_coat_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_536675.1,	-	
433_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_536677.1,	-	
