Porcine-hokovirus_taxid_494652.gbk	-	-	-	-	-	-	-	-	ID:YP_009507385.1,	-	-	-	-	-	-	-	-	ID:YP_009507386.1,	-	ID:YP_009507387.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Porcine-partetravirus_taxid_1208310.gbk	-	-	-	-	-	-	-	-	ID:YP_008439207.1,	-	-	-	-	-	-	-	-	ID:YP_008439208.1,	-	ID:YP_008439209.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Porcine-parvovirus_taxid_10796.gbk	-	-	-	-	-	-	-	-	-	ID:NP_757371.1,	-	ID:NP_757372.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_757369.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_757368.1,ID:NP_757370.1,	ID:YP_006355433.1,	-	-	-	-	-
Primate-bocaparvovirus-1_taxid_1511871.gbk	-	-	-	-	-	-	-	-	-	ID:YP_338088.1,	ID:YP_338086.1,	ID:YP_338089.1,	-	-	-	-	-	-	ID:YP_338087.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Primate-protoparvovirus-1_taxid_1511907.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009507380.1,	-	ID:YP_009507382.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507379.1,	ID:YP_009507381.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Raccoon-dog-amdovirus_taxid_1513315.gbk	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009110762.1,ID:YP_009110763.1,	-	-	ID:YP_009110759.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009110760.1,ID:YP_009110761.1,	-	-	-	-
Rat-bocavirus_taxid_1788315.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009227293.1,	ID:YP_009227290.1,ID:YP_009227291.1,	ID:YP_009227294.1,	-	-	-	-	-	-	ID:YP_009227292.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rat-parvovirus-1_taxid_74581.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507384.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507383.1,	-	-	-	-	-	-
Rhesus-macaque-parvovirus_taxid_119756.gbk	-	-	-	-	-	-	-	-	ID:YP_009507371.1,	ID:YP_009507372.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rhinolophus-pusillus-bocaparvovirus-1_taxid_2053079.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009552697.1,	ID:YP_009552695.1,	-	-	-	-	-	-	-	ID:YP_009552696.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rhinolophus-pusillus-bocaparvovirus-2_taxid_2053080.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009553049.1,	ID:YP_009553047.1,	-	-	-	-	-	-	-	ID:YP_009553048.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Rousettus-leschenaultii-bocaparvovirus-1_taxid_2053082.gbk	-	-	-	-	-	-	-	-	-	-	ID:YP_009553050.1,	-	-	-	-	-	-	ID:YP_009553052.1,	ID:YP_009553051.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sea-star-associated-densovirus_taxid_1979755.gbk	-	ID:YP_009507340.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507339.1,	-	-	-
Sesavirus-CSL10538_taxid_1519097.gbk	-	-	-	-	-	-	-	-	ID:YP_009116876.1,	-	-	-	-	-	-	-	-	ID:YP_009116877.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Sibine-fusca-densovirus_taxid_1217821.gbk	-	ID:YP_006576512.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_006576513.1,	ID:YP_006576514.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Simian-parvovirus_taxid_31598.gbk	-	-	-	-	-	-	-	-	ID:YP_009507368.1,	ID:YP_009507369.1,	-	ID:YP_009507370.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slow-loris-parvovirus-1_taxid_1581151.gbk	-	-	-	-	-	-	-	-	ID:YP_009111339.1,	ID:YP_009111340.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Solenopsis-invicta-densovirus_taxid_1414671.gbk	-	ID:YP_008766862.1,	ID:YP_008766861.1,	ID:YP_008766863.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008766860.1,	ID:YP_008766864.1,	-
Tetraparvovirus-sp_taxid_1908804.gbk	-	-	-	-	-	-	-	-	ID:YP_009315886.1,	ID:YP_009315887.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Turkey-parvovirus-1078_taxid_740933.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046828.1,ID:YP_009046829.1,	-	-	-	-	-	-	-	-	-	ID:YP_009046827.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046826.1,
Turkey-parvovirus-260_taxid_740934.gbk	-	-	-	-	-	-	-	-	-	-	ID:YP_009507346.1,	-	-	-	-	-	-	-	-	ID:YP_009507348.1,ID:YP_009507349.1,	-	-	-	-	-	-	-	-	-	ID:YP_009507347.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ungulate-bocaparvovirus-6_taxid_1864484.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009259491.1,	ID:YP_009259490.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ungulate-tetraparvovirus-1_taxid_1511914.gbk	-	-	-	-	-	-	-	-	ID:YP_009175068.1,	ID:YP_009175069.1,	-	ID:YP_009175070.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Wuharv-parvovirus-1_taxid_1245561.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009508803.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508802.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
