Tomato-mottle-virus_taxid_10835.gbk	ID:NP_047249.1,	-	-	-	ID:NP_047250.1,	ID:NP_047251.1,	ID:NP_047252.1,	ID:NP_047253.1,	ID:NP_047254.1,	-	-	-	-	-	-	-	-
Tomato-rugose-mosaic-virus_taxid_134599.gbk	ID:NP_066371.1,	-	-	-	ID:NP_066373.1,	ID:NP_066374.1,	ID:NP_066375.1,	ID:NP_066376.1,	ID:NP_066377.1,	-	-	-	-	-	ID:NP_066372.1,	-	-
Tomato-rugose-yellow-leaf-curl-virus_taxid_1162280.gbk	ID:YP_007438888.1,	ID:YP_007438889.1,	-	-	ID:YP_007438885.1,	ID:YP_007438886.1,	ID:YP_007438887.1,	ID:YP_009505297.1,	ID:YP_009505298.1,	-	-	-	-	-	-	-	-
Tomato-severe-rugose-virus_taxid_158463.gbk	ID:YP_001294922.1,	-	ID:YP_001294923.1,	-	ID:YP_001294919.1,	ID:YP_001294920.1,	ID:YP_001294921.1,	ID:YP_001294933.1,	ID:YP_001294934.1,	-	-	-	-	-	-	-	-
Tomato-yellow-leaf-distortion-virus_taxid_649996.gbk	ID:YP_002268205.1,	-	ID:YP_002268206.1,	-	ID:YP_002268202.1,	ID:YP_002268203.1,	ID:YP_002268204.1,	ID:YP_006331058.1,	ID:YP_006331059.1,	-	-	-	-	-	-	-	-
Tomato-yellow-margin-leaf-curl-virus_taxid_260909.gbk	ID:YP_006459.1,	-	ID:YP_006460.1,	-	ID:YP_006456.1,	ID:YP_006457.1,	ID:YP_006458.1,	ID:YP_006461.1,	ID:YP_006462.1,	-	-	-	-	-	-	-	-
Tomato-yellow-mottle-virus_taxid_86502.gbk	ID:YP_007250561.1,	-	ID:YP_007250562.1,	-	ID:YP_007250558.1,	ID:YP_007250559.1,	ID:YP_007250560.1,	ID:YP_007250563.1,	ID:YP_007250564.1,	-	-	-	-	-	-	-	-
Tomato-yellow-spot-virus_taxid_365523.gbk	ID:YP_459916.1,	-	-	-	ID:YP_459913.1,	ID:YP_459914.1,	ID:YP_459915.1,	ID:YP_459917.1,	ID:YP_459918.1,	-	-	-	-	-	-	-	-
Triumfetta-yellow-mosaic-virus_taxid_1825950.gbk	ID:YP_009508397.1,	-	ID:YP_009508398.1,	-	ID:YP_009508394.1,	ID:YP_009508395.1,	ID:YP_009508396.1,	ID:YP_009547936.1,	ID:YP_009547937.1,	-	-	-	-	-	-	-	-
Velvet-bean-severe-mosaic-virus_taxid_667119.gbk	ID:YP_003254640.1,	-	ID:YP_003254641.1,	ID:YP_003254635.1,	ID:YP_003254636.1,	ID:YP_003254638.1,	ID:YP_003254639.1,	ID:YP_003254642.1,	ID:YP_003254643.1,	-	ID:YP_003254637.1,	-	-	-	-	-	-
West-African-Asystasia-virus-1_taxid_1046573.gbk	ID:YP_004958233.1,	-	ID:YP_004958234.1,	-	ID:YP_004958230.1,	ID:YP_004958231.1,	ID:YP_004958232.1,	ID:YP_004958235.1,	ID:YP_004958236.1,	-	-	-	-	-	-	-	ID:YP_004958229.1,
Wissadula-golden-mosaic-virus_taxid_51673.gbk	ID:YP_001974402.1,	-	ID:YP_001974403.1,	-	ID:YP_001974399.1,	ID:YP_001974400.1,	ID:YP_001974401.1,	ID:YP_001974411.1,	ID:YP_001974412.1,	-	-	-	-	-	-	-	-
